aged	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
palpebral	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 1.0427093760427094e-05]
spasm	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 2.6067734401067733e-05]
sounded	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
fast	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 2.085418752085419e-05]
indistinct	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
splitting	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
ivi	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 5.213546880213547e-06]
span	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
patellar	[3.2125417630429196e-05, 6.65513110608279e-05, 1.5319800842589045e-05, 0.00010211375472276115, 1.0427093760427094e-05]
tendon	[1.9275250578257516e-05, 6.65513110608279e-05, 1.5319800842589045e-05, 0.00021699172878586747, 1.564064064064064e-05]
babinskis	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 5.213546880213547e-06]
13691	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
thrush	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00012764219340345145, 2.6067734401067733e-05]
exudates	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 5.213546880213547e-06]
pmh	[0.0001156515034695451, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
includes	[0.00019275250578257516, 0.0001331026221216558, 4.595940252776714e-05, 2.5528438680690288e-05, 2.6067734401067733e-05]
allograft	[5.782575173477255e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 3.128128128128128e-05]
replacements	[5.1400668208686716e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
twiest	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
1988	[0.00010922641994345927, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
luminal	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
irregularities	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
narrowed	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
vessels	[0.00013492675404780263, 8.87350814144372e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 8.863029696363029e-05]
2060	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
chiropractor	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
medicines	[8.995116936520175e-05, 2.21837703536093e-05, 7.659900421294524e-05, 1.2764219340345144e-05, 4.170837504170838e-05]
129	[2.5700334104343358e-05, 0.0003105727849505302, 1.5319800842589045e-05, 2.5528438680690288e-05, 3.6494828161494826e-05]
alt	[1.9275250578257516e-05, 0.0010648209769732464, 1.5319800842589045e-05, 7.658531604207086e-05, 4.692192192192192e-05]
ast	[1.2850167052171679e-05, 0.001109188517680465, 1.5319800842589045e-05, 7.658531604207086e-05, 4.170837504170838e-05]
406	[6.4250835260858394e-06, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
73	[0.00012207658699563094, 0.0003549403256577488, 1.5319800842589045e-05, 0.00010211375472276115, 4.170837504170838e-05]
354	[1.2850167052171679e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
594	[1.9275250578257516e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
arriving	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 2.6067734401067733e-05]
rojas	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
sp	[0.00038550501156515033, 2.21837703536093e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 1.564064064064064e-05]
gemcitabine	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
1114	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.6067734401067733e-05]
cri	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
resulting	[5.1400668208686716e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 4.170837504170838e-05]
usoh	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
reach	[1.9275250578257516e-05, 4.43675407072186e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 2.6067734401067733e-05]
glasses	[5.782575173477255e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
lose	[4.4975584682600874e-05, 6.65513110608279e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
wilhelm	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
68yearold	[8.352608583911591e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
righthanded	[7.067591878694423e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
threeweek	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
bending	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
picking	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
pot	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
ordered	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 9.384384384384384e-05]
6075	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
weak	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 3.6494828161494826e-05]
buckle	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
tingling	[0.00010922641994345927, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.6067734401067733e-05]
uses	[0.00016705217167823182, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
stays	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
recliner	[1.2850167052171679e-05, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
celebrex	[1.9275250578257516e-05, 2.21837703536093e-05, 0.0001685178092684795, 1.2764219340345144e-05, 1.564064064064064e-05]
diagnostically	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
2092	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
multilevel	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
l3l4	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
especially	[8.995116936520175e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 8.341675008341675e-05]
arthropathy	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
ligamentum	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
flavum	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
infolding	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
disk	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
2091	[2.5700334104343358e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
density	[3.2125417630429196e-05, 8.87350814144372e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 4.170837504170838e-05]
documented	[0.00017347725520431765, 4.43675407072186e-05, 9.191880505553428e-05, 0.00021699172878586747, 7.298965632298965e-05]
11870	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
47yearold	[7.067591878694423e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
visits	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
panic	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
82yearold	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
angio	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 4.170837504170838e-05]
interventions	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
returning	[5.782575173477255e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
die	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
lightheaded	[5.782575173477255e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
wassociated	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
prompting	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 2.6067734401067733e-05]
caea	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
bayi	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
urgency	[7.067591878694423e-05, 2.21837703536093e-05, 4.595940252776714e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
alveolar	[3.2125417630429196e-05, 6.65513110608279e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
stt	[6.4250835260858394e-06, 0.0005989617995474511, 1.5319800842589045e-05, 5.1056877361380575e-05, 2.085418752085419e-05]
organisms	[6.4250835260858394e-06, 8.87350814144372e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.734901568234902e-05]
747	[6.4250835260858394e-06, 6.65513110608279e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
vertebrobasilar	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
bipolar	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
metabolic	[2.5700334104343358e-05, 8.87350814144372e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 0.00017204704704704705]
cre	[6.4250835260858394e-06, 0.0001552863924752651, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
060379	[6.4250835260858394e-06, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
anemic	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 3.6494828161494826e-05]
aersing	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
rocuch	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
sun	[2.5700334104343358e-05, 2.21837703536093e-05, 4.595940252776714e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
physicians	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 6.777610944277611e-05]
manage	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 4.692192192192192e-05]
hydroxyurea	[1.9275250578257516e-05, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
myelomonocytic	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
country	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
late	[8.995116936520175e-05, 2.21837703536093e-05, 3.063960168517809e-05, 3.829265802103543e-05, 3.6494828161494826e-05]
december	[0.00018632742225648934, 6.65513110608279e-05, 4.595940252776714e-05, 2.5528438680690288e-05, 6.777610944277611e-05]
live	[7.710100231303006e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
me	[0.00012850167052171679, 4.43675407072186e-05, 3.063960168517809e-05, 8.934953538241601e-05, 3.128128128128128e-05]
particularly	[0.0001156515034695451, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 3.6494828161494826e-05]
alterations	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
hydroxy	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
profoundly	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 3.128128128128128e-05]
thrombocytopenic	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 7.298965632298965e-05]
215	[3.2125417630429196e-05, 0.0001774701628288744, 3.063960168517809e-05, 5.1056877361380575e-05, 5.213546880213547e-06]
larsen	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
50yearold	[6.425083526085839e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
salesman	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
1226	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
778000	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
cml	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
060700	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
matched	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
unrelated	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
donor	[7.710100231303006e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 3.128128128128128e-05]
42yearold	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
lasting	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.6067734401067733e-05]
wilms	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
resected	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
wide	[4.4975584682600874e-05, 8.87350814144372e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 3.128128128128128e-05]
radiationinduced	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
tyroid	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
subtotal	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
thyroidectomy	[8.352608583911591e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 3.128128128128128e-05]
fibrosis	[5.1400668208686716e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.0427093760427094e-05]
transplantation	[7.710100231303006e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 4.170837504170838e-05]
cytomegalovirus	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.6067734401067733e-05]
ganciclovir	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
cytovene	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
recrudescence	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
threeday	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
shell	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
vial	[1.2850167052171679e-05, 2.21837703536093e-05, 6.127920337035618e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
lump	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
371	[6.4250835260858394e-06, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
289	[6.4250835260858394e-06, 0.0001331026221216558, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
303chest	[6.4250835260858394e-06, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
lobular	[1.2850167052171679e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.0427093760427094e-05]
hilum	[6.4250835260858394e-06, 6.65513110608279e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
kanady	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
dyslipidemia	[8.995116936520175e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
62802	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
undergoing	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
noticing	[1.9275250578257516e-05, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
progressed	[0.00010280133641737343, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 8.863029696363029e-05]
spray	[1.2850167052171679e-05, 2.21837703536093e-05, 0.00038299502106472615, 1.2764219340345144e-05, 1.564064064064064e-05]
12206	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
8106	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
1992	[0.00032125417630429195, 4.43675407072186e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 4.170837504170838e-05]
hypocalcemia	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 3.128128128128128e-05]
premalignant	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
21105	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
std	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 5.213546880213547e-06]
cas	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
4705	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 2.085418752085419e-05]
iiivi	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 5.213546880213547e-06]
forearm	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 4.692192192192192e-05]
immobilized	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
splint	[6.4250835260858394e-06, 2.21837703536093e-05, 3.063960168517809e-05, 3.829265802103543e-05, 3.6494828161494826e-05]
vmf	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
refill	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0001659348514244869, 2.085418752085419e-05]
ulnar	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 5.213546880213547e-06]
2+2+	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
ligamentous	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
instability	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 4.692192192192192e-05]
straight	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00019146329010517716, 3.128128128128128e-05]
raising	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 5.213546880213547e-06]
inderal	[3.855050115651503e-05, 2.21837703536093e-05, 0.00015319800842589047, 1.2764219340345144e-05, 5.213546880213547e-06]
tolazamide	[6.4250835260858394e-06, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
hygroton	[6.4250835260858394e-06, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
animal	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
trainer	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
986	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00019146329010517716, 1.564064064064064e-05]
13361	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
convulsant	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
blind	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 5.213546880213547e-06]
basilar	[3.2125417630429196e-05, 8.87350814144372e-05, 1.5319800842589045e-05, 0.0001659348514244869, 4.170837504170838e-05]
940	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
10066	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
facemask	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 1.0427093760427094e-05]
voice	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00017869907076483203, 2.6067734401067733e-05]
en	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 3.6494828161494826e-05]
regurg	[2.5700334104343358e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
edge	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00019146329010517716, 2.085418752085419e-05]
palpated	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0002297559481262126, 5.213546880213547e-06]
cool	[3.2125417630429196e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0002297559481262126, 5.213546880213547e-06]
petechiae	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00021699172878586747, 5.213546880213547e-06]
splinters	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
move	[7.710100231303006e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00015317063208414173, 2.6067734401067733e-05]
zoloft	[4.4975584682600874e-05, 2.21837703536093e-05, 0.00041363462274990423, 1.2764219340345144e-05, 3.6494828161494826e-05]
015	[1.2850167052171679e-05, 2.21837703536093e-05, 6.127920337035618e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
1001	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 1.0427093760427094e-05]
8549	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
tachypneic	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00012764219340345145, 4.692192192192192e-05]
