4	[0.001355692624004112, 0.0007764319623763255, 0.00497893527384144, 0.0005616256509751864, 0.0014024441107774442]
nephrolithiasis	[7.067591878694423e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
6	[0.0008995116936520175, 0.0006433293402546697, 0.0034929145921103024, 0.00037016236087000917, 0.000943651985318652]
myocardial	[0.0012271909534823952, 0.0002440214738897023, 1.5319800842589045e-05, 5.1056877361380575e-05, 0.0005682766099432766]
infarction	[0.0012014906193780518, 0.0003771240960113581, 1.5319800842589045e-05, 8.934953538241601e-05, 0.0005474224224224224]
27	[0.00016062708815214598, 0.0007986157327299348, 9.191880505553428e-05, 3.829265802103543e-05, 0.0001668335001668335]
old	[0.0019082498072474942, 0.0006876968809618883, 1.5319800842589045e-05, 0.00030634126416828345, 0.00021375542208875543]
she	[0.018581341557440248, 0.0019078042504103998, 0.001715817694369973, 0.006816093127744307, 0.014034868201534868]
divorced	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
retired	[0.0004047802621434079, 2.21837703536093e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
her	[0.008609611924955024, 0.004481121611429079, 0.001011106855610877, 0.007658531604207087, 0.01587525025025025]
daughter	[0.0003469545104086353, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 6.777610944277611e-05]
denies	[0.002512207658699563, 2.21837703536093e-05, 0.0002297970126388357, 7.658531604207086e-05, 2.085418752085419e-05]
tobacco	[0.0009444872783346183, 2.21837703536093e-05, 4.595940252776714e-05, 2.5528438680690288e-05, 3.128128128128128e-05]
or	[0.005005140066820869, 0.0016637827765206975, 0.00128686327077748, 0.0093306443377923, 0.002611986986986987]
use	[0.001195065535851966, 2.21837703536093e-05, 0.00018383761011106855, 0.00017869907076483203, 0.0003440940940940941]
patient	[0.014951169365201748, 0.0026398686720795067, 0.0018536959019532747, 0.005680077606453589, 0.026067734401067733]
63	[0.0001156515034695451, 0.0003549403256577488, 1.5319800842589045e-05, 7.658531604207086e-05, 7.82032032032032e-05]
year	[0.002390131071703932, 8.87350814144372e-05, 0.00010723860589812332, 0.00012764219340345145, 8.863029696363029e-05]
female	[0.001477769210999743, 6.65513110608279e-05, 1.5319800842589045e-05, 0.0011232513019503727, 8.863029696363029e-05]
longstanding	[0.00013492675404780263, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 2.6067734401067733e-05]
polycythemia	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
vera	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
managed	[0.00012207658699563094, 2.21837703536093e-05, 4.595940252776714e-05, 1.2764219340345144e-05, 0.00021375542208875543]
medically	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 0.00010427093760427093]
routine	[0.0001156515034695451, 4.43675407072186e-05, 4.595940252776714e-05, 3.829265802103543e-05, 9.384384384384384e-05]
followup	[0.0003148290927782061, 6.65513110608279e-05, 0.0003983148219073152, 8.934953538241601e-05, 0.0007142559225892559]
examination	[0.00019275250578257516, 0.0007986157327299348, 1.5319800842589045e-05, 0.01327478811395895, 0.0005578495161828495]
complained	[0.0003405294268825495, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 0.00020332832832832833]
left	[0.005062965818555641, 0.003704689649052753, 0.00018383761011106855, 0.006713979373021546, 0.003889305972639306]
side	[0.0004112053456694937, 4.43675407072186e-05, 6.127920337035618e-05, 0.0006254467476769121, 0.00021375542208875543]
had	[0.0102994088923156, 0.002595501131372288, 0.00030639601685178094, 0.004352598795057694, 0.008748331664998332]
an	[0.006258031354407607, 0.003704689649052753, 0.00035235541937954807, 0.0020550393137955683, 0.00667334000667334]
ultrasound	[0.0002505782575173477, 0.0002883890145969209, 1.5319800842589045e-05, 3.829265802103543e-05, 0.0004900734067400734]
demonstrated	[0.00030197892572603446, 0.000443675407072186, 1.5319800842589045e-05, 0.00037016236087000917, 0.0006621204537871205]
complex	[7.710100231303006e-05, 6.65513110608279e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 4.692192192192192e-05]
mass	[0.0007645849396042149, 0.0002440214738897023, 1.5319800842589045e-05, 0.0004084550188910446, 0.0002554637971304638]
computerized	[0.00012207658699563094, 0.0001331026221216558, 1.5319800842589045e-05, 3.829265802103543e-05, 9.90573907240574e-05]
tomography	[0.00012207658699563094, 0.0001331026221216558, 1.5319800842589045e-05, 3.829265802103543e-05, 9.90573907240574e-05]
scan	[0.0007324595219737857, 0.0006433293402546697, 4.595940252776714e-05, 0.0001404064127437966, 0.0006934017350684017]
contrast	[7.710100231303006e-05, 0.0001331026221216558, 3.063960168517809e-05, 1.2764219340345144e-05, 0.0001668335001668335]
enhancing	[3.855050115651503e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 1.564064064064064e-05]
metastatic	[0.0002955538421999486, 6.65513110608279e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 9.384384384384384e-05]
workup	[0.00044975584682600876, 6.65513110608279e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 0.0004222972972972973]
negative	[0.002036751477769211, 0.003327565553041395, 3.063960168517809e-05, 0.0018380475850097008, 0.0023721638304971637]
presented	[0.001972500642508353, 6.65513110608279e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 0.00027110443777110445]
nephrectomy	[0.00010922641994345927, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 2.6067734401067733e-05]
included	[0.0003790799280390645, 0.0003327565553041395, 0.0005668326311757948, 0.00010211375472276115, 0.0003649482816149483]
appendectomy	[0.00035337959393472114, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 1.564064064064064e-05]
bunionectomy	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
admission	[0.003148290927782061, 0.004214916367185767, 0.003339716583684412, 0.00218268150719902, 0.003644269269269269]
hydrea	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 3.6494828161494826e-05]
review	[0.00039835517861732203, 6.65513110608279e-05, 4.595940252776714e-05, 3.829265802103543e-05, 9.90573907240574e-05]
systems	[0.0002955538421999486, 4.43675407072186e-05, 3.063960168517809e-05, 1.2764219340345144e-05, 0.0001459793126459793]
detail	[3.855050115651503e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 1.2764219340345144e-05, 5.213546880213547e-06]
general	[0.00030840400925212025, 8.87350814144372e-05, 3.063960168517809e-05, 0.002323087919942816, 0.0002241825158491825]
lying	[0.00014135183757388846, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0004084550188910446, 6.256256256256256e-05]
bed	[0.00027627859162169106, 2.21837703536093e-05, 7.659900421294524e-05, 0.00035739814152966406, 0.0003284534534534535]
distress	[0.0001477769210999743, 2.21837703536093e-05, 1.5319800842589045e-05, 0.004224956601654243, 0.00022939606272939607]
vitals	[6.425083526085839e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0002552843868069029, 2.085418752085419e-05]
t998	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
f	[9.637625289128758e-05, 0.0001774701628288744, 3.063960168517809e-05, 0.0002552843868069029, 6.777610944277611e-05]
bp	[8.352608583911591e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0007658531604207087, 4.170837504170838e-05]
9744	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
mmhg	[7.710100231303006e-05, 0.0001996539331824837, 1.5319800842589045e-05, 5.1056877361380575e-05, 4.692192192192192e-05]
hr	[4.4975584682600874e-05, 4.43675407072186e-05, 4.595940252776714e-05, 0.0001404064127437966, 3.128128128128128e-05]
77min	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
r	[7.710100231303006e-05, 0.0001996539331824837, 6.127920337035618e-05, 0.00021699172878586747, 6.256256256256256e-05]
20	[0.0007838601901824724, 0.0009095345844979813, 0.007598621217924167, 0.0013912999080976207, 0.0008550216883550217]
heent	[1.2850167052171679e-05, 2.21837703536093e-05, 3.063960168517809e-05, 0.0034718676605738795, 1.564064064064064e-05]
+	[3.855050115651503e-05, 4.43675407072186e-05, 9.191880505553428e-05, 0.0001404064127437966, 3.6494828161494826e-05]
orbital	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
edema	[0.0008288357748650732, 0.0007986157327299348, 6.127920337035618e-05, 0.0056673133871132444, 0.000552635969302636]
bl	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.00010211375472276115, 1.0427093760427094e-05]
facial	[9.637625289128758e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.000268048606147248, 6.777610944277611e-05]
flushing	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 3.829265802103543e-05, 5.213546880213547e-06]
cvs	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 1.0427093760427094e-05]
s1	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0026039007454304094, 4.170837504170838e-05]
s2	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0027060145001531707, 2.6067734401067733e-05]
s3rub	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
clinical	[5.782575173477255e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 0.00021375542208875543]
esm	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
loudes	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
over	[0.0014906193780519147, 0.0001996539331824837, 0.00010723860589812332, 0.0009956091085469212, 0.0012981731731731732]
aortic	[0.0008609611924955024, 0.0003549403256577488, 3.063960168517809e-05, 0.00021699172878586747, 0.0004535785785785786]
arearesp	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
slight	[0.00013492675404780263, 0.0001331026221216558, 1.5319800842589045e-05, 0.00029357704482793834, 0.00016161995328661994]
expiratory	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0002042275094455223, 2.085418752085419e-05]
wheeze	[1.2850167052171679e-05, 2.21837703536093e-05, 4.595940252776714e-05, 0.0001404064127437966, 1.564064064064064e-05]
rllb	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 2.5528438680690288e-05, 5.213546880213547e-06]
rhonchi	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0007275605023996732, 5.213546880213547e-06]
rales	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0011104870826100276, 4.170837504170838e-05]
abd	[4.4975584682600874e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0003956907995506995, 1.0427093760427094e-05]
soft	[0.00010922641994345927, 6.65513110608279e-05, 6.127920337035618e-05, 0.0060885326253446335, 0.00018768768768768769]
non	[0.00013492675404780263, 6.65513110608279e-05, 3.063960168517809e-05, 0.0001659348514244869, 2.085418752085419e-05]
tender	[1.9275250578257516e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0006126825283365669, 4.170837504170838e-05]
masses	[5.782575173477255e-05, 4.43675407072186e-05, 1.5319800842589045e-05, 0.0017997549269886653, 1.0427093760427094e-05]
nabs	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0001148779740631063, 5.213546880213547e-06]
sided	[0.00019917758930866101, 4.43675407072186e-05, 1.5319800842589045e-05, 7.658531604207086e-05, 8.341675008341675e-05]
palpable	[6.425083526085839e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0010083733278872665, 6.256256256256256e-05]
graft	[0.0009252120277563608, 0.0001109188517680465, 6.127920337035618e-05, 0.0002297559481262126, 0.0008445945945945946]
tenderness	[8.352608583911591e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.002948534667619728, 0.00010427093760427093]
cloudy	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 6.382109670172573e-05, 5.213546880213547e-06]
urine	[0.0003276792598303778, 0.0009095345844979813, 1.5319800842589045e-05, 0.00019146329010517716, 0.0012356106106106105]
foley	[0.00012207658699563094, 6.65513110608279e-05, 3.063960168517809e-05, 8.934953538241601e-05, 0.00035973473473473476]
legs	[0.00015420200462606013, 2.21837703536093e-05, 4.595940252776714e-05, 0.0002042275094455223, 6.777610944277611e-05]
3+	[1.9275250578257516e-05, 0.0004214916367185767, 1.5319800842589045e-05, 0.00024252016746655774, 2.085418752085419e-05]
bilaterally	[0.00015420200462606013, 0.0001331026221216558, 1.5319800842589045e-05, 0.006101296844684979, 0.00019290123456790122]
rue	[1.2850167052171679e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 5.1056877361380575e-05, 5.213546880213547e-06]
avf	[7.067591878694423e-05, 0.0005102267181330139, 1.5319800842589045e-05, 0.00010211375472276115, 3.128128128128128e-05]
thrill	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 8.934953538241601e-05, 5.213546880213547e-06]
bruit	[6.4250835260858394e-06, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0005743898703155315, 1.564064064064064e-05]
neuro	[2.5700334104343358e-05, 2.21837703536093e-05, 1.5319800842589045e-05, 0.0011998366179924436, 0.00010948448448448448]
o	[0.0001156515034695451, 2.21837703536093e-05, 0.00018383761011106855, 6.382109670172573e-05, 3.6494828161494826e-05]
